0.25146,-0.3968,1.5456,2,30
0.25146,-0.3968,1.5456,2,29
0.25146,-0.3968,1.5456,1,28
0.25146,-0.3968,1.5456,2,29
0.25146,-0.3968,1.5456,2,29
0.25146,-0.3968,1.5456,2,29
0.25146,-0.3968,1.5456,2,28
-1.48,0.5781,1.5317,1,25
0.15531,-1.1902,1.5141,1,25
0.15531,-1.1902,1.5141,1,25
0.15531,-1.1902,1.5141,1,25
0.15531,-1.1902,1.5141,1,28
0.15531,-1.1902,1.5141,1,25
0.15531,-1.1902,1.5141,2,25
0.15531,-1.1902,1.5141,1,28
0.15531,-1.1902,1.5141,2,25
0.15531,-1.1902,1.5141,2,25
0.15531,-1.1902,1.5141,1,27
0.15531,-1.1902,1.5141,2,25
0.15531,-1.1902,1.5141,2,25
0.15531,-1.1902,1.5141,1,25
0.15531,-1.1902,1.5141,2,28
0.15531,-1.1902,1.5141,1,25
0.15531,-1.1902,1.5141,2,28
0.15531,-1.1902,1.5141,1,25
0.15531,-1.1902,1.5141,2,25
0.15531,-1.1902,1.5141,2,25
0.15531,-1.1902,1.5141,2,26
0.15531,-1.1902,1.5141,1,25
0.8306,-1.7117,1.4572,2,27
0.8306,-1.7117,1.4572,1,27
-3.4329,0.802,1.4432,1,32
-1.3648,0.4313,1.4428,2,27
0.63898,-0.79278,1.4393,2,27
0.73623,-1.1027,1.4357,2,25
0.88644,-0.51291,1.4335,2,30
0.88644,-0.51291,1.4335,2,29
0.88644,-0.51291,1.4335,2,29
0.88644,-0.51291,1.4335,2,30
-1.158,0.46101,1.4332,2,25
-1.158,0.46101,1.4332,1,26
-1.158,0.46101,1.4332,2,25
-1.158,0.46101,1.4332,1,26
0.55007,-2.2306,1.4316,1,30
0.55007,-2.2306,1.4316,1,30
0.55007,-2.2306,1.4316,2,30
0.71561,-0.95285,1.4303,2,29
0.40145,-2.2759,1.4275,1,32
-0.19052,0.56639,1.4093,2,27
-0.19052,0.56639,1.4093,2,26
-0.19052,0.56639,1.4093,1,27
-0.19052,0.56639,1.4093,2,26
-0.19052,0.56639,1.4093,2,26
-0.19052,0.56639,1.4093,1,27
-0.19052,0.56639,1.4093,1,26
-0.19052,0.56639,1.4093,2,26
-0.19052,0.56639,1.4093,2,26
-0.19052,0.56639,1.4093,1,27
-0.19052,0.56639,1.4093,2,26
-0.19052,0.56639,1.4093,1,27
-0.19052,0.56639,1.4093,2,27
-0.19052,0.56639,1.4093,2,26
-0.19052,0.56639,1.4093,1,27
-0.19052,0.56639,1.4093,2,27
-0.19052,0.56639,1.4093,1,26
-0.19052,0.56639,1.4093,2,26
-0.19052,0.56639,1.4093,1,26
-0.19052,0.56639,1.4093,2,27
-0.19052,0.56639,1.4093,1,26
-0.19052,0.56639,1.4093,1,28
-2.1194,0.11886,1.4072,2,27
-0.72692,0.49603,1.3972,1,29
-0.72692,0.49603,1.3972,2,28
-0.72692,0.49603,1.3972,1,28
-0.72692,0.49603,1.3972,1,28
-0.72692,0.49603,1.3972,1,29
-0.72692,0.49603,1.3972,2,28
0.51625,-0.43149,1.3945,1,28
0.95392,-0.26365,1.3889,2,24
0.95392,-0.26365,1.3889,2,25
0.95392,-0.26365,1.3889,1,27
0.95392,-0.26365,1.3889,1,25
0.95392,-0.26365,1.3889,2,24
0.95392,-0.26365,1.3889,2,24
0.95392,-0.26365,1.3889,2,22
0.85586,-0.59287,1.378,2,25
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,1,27
0.13126,-0.085521,1.3766,1,27
0.13126,-0.085521,1.3766,2,29
0.13126,-0.085521,1.3766,1,26
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,1,27
0.13126,-0.085521,1.3766,1,28
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,2,26
0.13126,-0.085521,1.3766,1,26
0.13126,-0.085521,1.3766,1,27
0.13126,-0.085521,1.3766,1,27
0.13126,-0.085521,1.3766,1,26
0.13126,-0.085521,1.3766,1,27
0.13126,-0.085521,1.3766,1,26
0.13126,-0.085521,1.3766,2,29
0.13126,-0.085521,1.3766,2,26
0.13126,-0.085521,1.3766,2,26
0.13126,-0.085521,1.3766,1,31
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,1,27
0.13126,-0.085521,1.3766,2,28
0.13126,-0.085521,1.3766,2,28
0.13126,-0.085521,1.3766,2,28
0.13126,-0.085521,1.3766,2,26
0.13126,-0.085521,1.3766,2,30
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,1,27
0.13126,-0.085521,1.3766,2,28
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,1,27
0.13126,-0.085521,1.3766,2,28
0.13126,-0.085521,1.3766,1,27
0.13126,-0.085521,1.3766,2,26
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,1,27
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,2,26
0.13126,-0.085521,1.3766,1,26
0.13126,-0.085521,1.3766,2,30
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,2,27
0.13126,-0.085521,1.3766,1,28
0.13126,-0.085521,1.3766,1,26
